cast,director,genre,opening_date,opening_year,title
"Pradeep Kumar, Smriti Biswas, Shashikala, Sunder, Kathana, S. D. Narang",S. D. Narang,costume action,nan,1956,Arab Ka Saudagar
"Meena Shorey, Daljeet, Sheila Ramani, Johnny Walker, Malika, Maqbul, Heera Sawant, Habib",Pyarelal,action costume,nan,1956,Awara Shahzadi
"Nalini Jaywant, Usha Kiran, Rajendra Kumar, Murad, Mukri, Zul Vellani, Leela Chitnis, Nazir Hussain, Jayant, Sapru",Zia Sarhadi,social,nan,1956,Awaz
"Usha Kiran, Abhi Bhattacharya, Anant Kumar, Achala Sachdev, Sapru, Kanchanmala, Ratnamala, Manorama",S. Fattelal,mythology,nan,1956,Ayodhyapati
"Manhar Desai, Ameeta, Yashodhara Katju, Kumar, Manorama, Anwar Hussain, Rajan Haksar, Heera Sawant, Habib",Maurice,action,nan,1956,Badal Aur Bijli
"Chandrashekhar, Shyama, Smriti Biswas, Bhagwan, Amarnath, Minu Mumtaz, B. M. Vyas, Tiwari, Heera Sawant, Anwar Hussain",Prem Sinha,costume action,nan,1956,Badshah Salamat
"John Cawas, Nadia, Krishna Kumari, Vijaya Chaudhary, Nazir Kashmiri, Ratan Kumar",John Cawas,action fantasy,nan,1956,Baghdad Ka Jadu a.k.a. Magic of Baghdad
"Mahipal, Nirupa Roy, Chandrashekhar, Tiwari, Minu Mumtaz, Moni Chatterjee, Kammo, Kamal Kapoor",Manibhai Vyas,religious,nan,1956,Bajrang Bali
"Shahu Modak, Shobhana Samarth, Prem Adib",Vijay Bhatt,children religious,nan,1956,Bal Ramayan
"Meena Kumari, Pradeep Kumar, Motilal, Shashikala, David, Achala Sachdev, Leela Mishra, Minu Mumtaz, Nana Palsikar, Kammo",Hemchander Chander,drama,nan,1956,Bandhan
"Bharat Bhushan, Nimmi, Kumkum, Om Prakash, Manmohan Krishna, Chand Burque, Leela Chitnis",Raja Nawathe,romance musical,nan,1956,Basant Bahar
"Nirupa Roy, Anant Kumar, Kumkum, Jeevan, Radhakishan, S. N. Tripathi, Niranjan Sharma, Naazi",Jayant Desai,devotional,nan,1956,Basant Panchami
"Bhagwan, Kishore Kumar, Smriti Biswas, Kumkum, Shashikala, Badri Prasad, Tiwari, Kanchanmala, Parshuram",Bhagwan,comedy,nan,1956,Bhagam Bhag
"Ashok Kumar, Shyama, Kishore Kumar, Nimmi, David, Om Prakash, Daisy Irani, Shivraj",M. V. Raman,family drama,nan,1956,Bhai-Bhai
"Dev Anand, Shakila, Johnny Walker, Introducing: Waheeda Rehman, K. N. Singh, Minu Mumtaz, Mehmood, Jagdish Raj, Tun Tun, Sheela Vaz",Raj Khosla,crime suspense romance,nan,1956,C.I.D.
"Mahipal, Shakila, Yashodra Katju, Hiralal",Rafiq Rizvi,action,nan,1956,Caravan
"Vishwanath, Kamar, Bhola, Kammo",Nitin Bose,children,nan,1956,Char Dost
"Nasir Khan, Bhagwan, Jabeen, Anjali Devi, Rashid Khan, Helen, Naazi",Ravindra Dave,costume drama,nan,1956,Char Minar
"Johnny Walker, Karan Dewan, Shyama, Anita Guha, Gajanan Jagirdar, Amar, Raj Mehra, Nazir Kashmiri",M. Sadiq,comedy,nan,1956,Chhoo Mantar
"Raj Kapoor, Nargis, Pran, Johnny Walker, Gope, Bhagwan, Rajasulochana",Anant Thakur,romantic comedy,nan,1956,Chori Chori
"Shahu Modak, Nirupa Roy, Daisy Irani, Surendra, Yashodhra Katju, Kumkum, Tiwari, Mohan Choti, Gajanan Jagirdar, S. N. Tripathi, Jagdish Kanwal",Chaturbhuj Doshi,devotional,nan,1956,Dashehra
"Shekhar, Nutan, Johnny Walker, Shubha Khote, Minu Mumtaz, Shammi",Mahesh Kaul,social,nan,1958,Aakhri Dao
"Nargis, Pradeep Kumar, Pran, Yakub, Achala Sachdev, Murad",Kalidas,social drama,nan,1958,Adalat
"Geeta Bali, Suresh, Johnny Walker, Shubha Khote, Tun Tun, Shammi, Mukri, Agha",Mohammed Husain,family drama,nan,1958,Aji Bas Shukriya
"Nageswara Rao, Anjali Devi, Rajasulochana",T. R. Raghunath,fantasy,nan,1958,Alladin Ka Chirag
"Mahipal, Shakila, Hiralal, Sheikh, Ruby Myers",Akkoo,action drama costume,nan,1958,Al Hilal
"Dev Anand, Vyjayanthimala, Pran, Padmini, Ragini, Johnny Walker, Om Prakash, David",T. Prakash Rao,social drama,nan,1958,Amardeep
"Madhubala, Ranjan, Nishi, Om Prakash, Chandrashekhar, Purnima, Gope, Sapru",Bhagwandas Verma,action costume,nan,1958,Baghi Sipahi
"Vinod Kumar, Lalita Pawar, Sulochana, Jeevan, Madan Puri, Kanhaiyalal",Harsukh Bhatt,devotional,nan,1958,Balyogi Upmanyu
"Bhagwan, Chandrashekhar, Anita Guha, Kumkum, Ulhas, Kumar",Bhagwan,social,nan,1958,Bhala Aadmi
"Kamran, Naazi, Shabnam, G. M. Durrani, Nilofar",Akkoo,action,nan,1958,Bhola Shikaar
"Nirupa Roy, Jairaj, Nishi, Bhagwan, K. N. Singh, Tiwari, Shammi, David",Nanabhai Bhatt,action,nan,1958,Chaalbaaz
"Kishore Kumar, Madhubala, Ashok Kumar, Anoop Kumar, Veena, K. N. Singh, Cuckoo, Helen",Satyen Bose,comedy,nan,1958,Chalti Ka Naam Gaadi
"Nutan, Kishore Kumar, Mala Sinha, Pran, Shyama, Karan Dewan, David, K. N. Singh",M. V. Raman,family drama,nan,1958,Chandan
"Daljit, Shashikala, Om Prakash, Gulab, Pran, Gope, Meena, Sunder, Majnu, Mehmood",Majnu,social,nan,1958,Chandu
"Premnath, Shakila, Nishi, K. N. Singh, Maruti, Shammi, Sheela Vaz, Kanchanmala",Dwarka Khosla,action social,nan,1958,Chaubees Ghante
"Kamini Kaushal, Mahipal, Kamal Kapoor, Tiwari, Maruti","Chandrakant, C. M. Trivedi",action drama,nan,1958,Circus Sundari
"Nadira, Jairaj, Pran, Kamal Kapoor, S. N. Tripathi, Jeevankala",Ratilal,fantasy costume,nan,1958,
"Pradeep Kumar, Mala Sinha, Johnny Walker, K. N. Singh, Sulochana, Daisy Irani",Shakti Samanta,action,nan,1958,Detective
"Balraj Sahni, Mala Sinha, Rajendra Kumar, Radhakishen, Sarita, Leela Mishra",Kedar Kapoor,family drama,nan,1958,Devar Bhabhi
"Nutan, Kishore Kumar, Madan Puri, Iftekhar",S. D. Narang,comedy romance,nan,1958,Dilli Ka Thug
"Geeta Bali, Motilal, Nigar Sultana, Begum Para, Sheikh Mukhtar, Johnny Walker, N. A. Ansari, Murad, Tun Tun, Sapru",Harish Tara,social action drama,nan,1958,Do Mastane
"Master Romi, Baby Naaz, Vijaya Choudhary, David, Agha, Jeevan, Bipin Gupta",A.R. Kardar,children drama,nan,1958,Do Phool
"Nirupa Roy, Raaj Kumar, Nanda, Jeevan, Agha, Manorama, Bhagwan, N. A. Ansari",V. M. Vyas,family drama,nan,1958,Dulhan
"Pradeep Kumar, Mala Sinha, Naaz, Shubha Khote, Leela Mishra, Nazir Hussain, Jawahar Kaul",Chander Saigal,family drama,nan,1958,Ek Shola
"Sivaji Ganesan, Padmini, Gemini Ganesan, Ragini",B. R. Panthulu,biographical patriotic drama,nan,1959,Amar Shaheed
"Raj Kapoor, Nutan, Lalita Pawar, Motilal, Shubha Khote",Hrishikesh Mukherjee,social romance,nan,1959,Anari
"Raaj Kumar, Meena Kumari, Agha, Durga Khote",Ajit Chakrabarty,family drama,nan,1959,Ardhangini
"Ashok Kumar, Shyama, Chitra, Ramesh Deo, Jagdeep",Raja Paranjpe,family drama,nan,1959,Baap Bete
"Jairaj, Nirupa Roy, Sunder, Helen, Naaz, Tiwari",Nanabhai Bhatt,action costume drama,nan,1959,Baazigar
"Kamini Kaushal, Shekhar, K. N. Singh, Radhakishan, Tun Tun",Rakhan,social family,nan,1959,Bank Manager
"Nanda, Jagdeep, Shubha Khote, Anant Kumar, David, Ulhas",Krishnan–Panju,social family,nan,1959,Barkha
"Ashok Kumar, Nirupa Roy, Jabeen, Soodesh Kumar, Pran",Babubhai Mistri,family social,nan,1959,Bedard Zamana Kya Jaane
"Sheila Ramani, Jairaj, Sunder, Achala Sachdev, Nazir Kashmiri",Manmohan Sabir,,nan,1959,Bhagwan Aur Shaitaan
"Naaz, Rehman, Daisy Irani, Kamaljeet, Nishi, Johnny Walker, Shammi",G. P. Sippy,family drama,nan,1959,Bhai Bahen
"Balraj Sahni, Minu Mumtaz, Johnny Walker, N. A. Ansari, Shammi, Tun Tun",N. A. Ansari,thriller drama,nan,1959,Black Cat
"Amarnath, Shanta Kumari, Kanchanmala, Johnny Whisky",Sultan,suspense thriller,nan,1959,Blackmailer
"Premnath, Shyama, Amarnath, Surya Kumar, Sheela Vaz, Kanchanmala, Cuckoo",Dwarka Khosla,social action,nan,1959,Bus Conductor
"Geeta Bali, Balraj Sahni, Subiraj, Mohan Choti, Helen, Kanhaiyalal",Ravindra Dave,social action drama,nan,1959,C. I. D. Girl
"Kishore Kumar, Anita Guha, Om Prakash, Anoop Kumar, Manorama, Bhagwan, Tun Tun, Sunder",Om Prakash,family comedy,nan,1959,
"Meena Kumari, Balraj Sahni, Manoj Kumar, Kuldip Kaur, Vijaya Choudhary, Helen, Sunder",Lekhraj Bhakri,family drama,nan,1959,Chand
"Mahipal, Krishna Kumari, B. M. Vyas, Kanchanmala, Sunder",Babubhai Mistri,costume devotional,nan,1959,Chandrasena
"Raj Kapoor, Meena Kumari, Shammi Kapoor, Ajit, Nimmi, Kumkum, David, Achala Sachdev, Jairaj",Khwaja Ahmad Abbas,social drama romance,nan,1959,Char Dil Char Rahen
"Manhar Desai, Nirupa Roy, Jayshree Gadkar, Madan Puri, Amirbai Karnatki, Leela Mishra",Ramesh Vyas,family drama,nan,1959,Charnon Ki Dasi
"Nanda, Balraj Sahni, Rehman, Shyama",L. V. Prasad,family drama,nan,1959,Chhoti Bahen
"Ajit, Krishna Kumari, Kamran, Sulochana, Nazir Kashmiri",Noshir Engineer,action,nan,1959,Chini Jadugar
"Rajendra Kumar, Meena Kumari, Honey Irani, Minu Mumtaz, Madan Puri",Devendra Goel,family drama,nan,1959,Chirag Kahan Roshni Kahan
"Nadia, John Cawas, Nilofar, Samar Roy",Noshir Engineer,action thriller,nan,1959,Circus Queen
"Ranjan, Kumkum, Nigar Sultana, Kamal Kapoor, Helen, Tiwari",Kedar Kapoor,action,nan,1959,Commander
"Ashok Kumar, Nirupa Roy, Smriti Biswas, Pran",Nanabhai Bhatt,crime drama,nan,1959,Daaka
"Abhi Bhattacharya, Sabita Chatterjee, Badri Prasad, Randhir",Datta Dharmadhikari,drama,nan,1959,Deep Jalta Rahe
"Rajendra Kumar, Mala Sinha, Nanda, Manmohan Krishna, Jagdish Raj, Leela Chitnis",Yash Chopra,social family drama,nan,1959,Dhool Ka Phool
"Sunil Dutt, Shubha Khote, Jayshree, Feroze Khan, Om Prakash, Daisy Irani",N. Narayan Kale,family drama,nan,1959,Didi
"Shammi Kapoor, Asha Parekh, Rajendra Nath, Sulochana, Raj Mehra",Nasir Hussain,romance musical,nan,1959,Dil Deke Dekho
"Rajendra Kumar, Shyama, Jabeen, Radhakishen, Mumtaz, Leela Mishra, Chand Usmani, Padmini Priyadarshini",Kedar Kapoor,family drama,nan,1959,Do Behnen
"Raaj Kumar, Ajit, Pran, Kumkum, Jayshree Gadkar, Daisy Irani, Subiraj",V. M. Vyas,action,nan,1959,Do Gunde
"Madhubala, Raj Kapoor, Sheikh Mukhtar, Sulochana, Daisy Irani",Tara Harish,comedy action,nan,1959,Do Ustad
"Nirupa Roy, Mahipal, Shakila, Krishna Kumari, Helen, Hiralal",Jal,action thriller,nan,1959,Dr. Z
"Mala Sinha, Pradeep Kumar, Sheikh Mukhtar, Sulochana, Daisy Irani, Minu Mumtaz, Helen",V. Avadhoot,social,nan,1959,Duniya Na Mane
"Jayshree Gadkar, Sohan Kapila, Malika, Sabita Chatterjee",Gunjal,fantasy,nan,1959,Ek Armaan Mera
"Ashok Kumar, Nanda, Lalita Pawar, Nirupa Roy",Vasant Joglekar,family drama,nan,1960,Aanchal
"Shakila, Mahipal, Hiralal, Ajit, Helen",Aakkoo,fantasy adventure,nan,1960,Abdulla
"Daljeet, Naina, Shashikala, Tun Tun",Nanubhai Vakil,fantasy,nan,1960,Alam Ara Ki Beti
"Ranjan, Malini, Mirajkar",B. J. Patel,action,nan,1960,Airmail
"Shivaji Ganesan, Savitri, B.M. Vyas",Ramanna,drama,nan,1960,Amar Prem
"Nimmi, Bharat Bhushan, Anita Guha, Prem Adib, Ulhas, Achala Sachdev, Manmohan Krishna, Helen",Vijay Bhatt,adventure drama,nan,1960,Angulimaal
"Balraj Sahni, Leela Naidu, Abhi Bhattacharya, Ranu, Nazir Hussain, Mukri, Asit Sen, Bhudo Advani, Rashid Khan",Hrishikesh Mukherjee,family social,nan,1960,Anuradha
"Premnath, Shyama, Nanda, Moti Sagar, Leela Mishra, Kammo, Krishan Dhawan",Ram Pahwa,family social,nan,1960,Apna Ghar
"Kishore Kumar, Sayeeda, Nazir Hussain, Sabita Chatterjee, Leela Chitnis",Mohan Sehgal,comedy romance,nan,1960,Apna Haath Jagannath
"Shubha Khote, Sulochana Choudhury, Gajanan Jagirdar, Azra",Hemen Gupta,historical,nan,1960,Babar
"Abhi Bhattacharya, Geeta Bali, Kuldeep Kaur, Sunder",Kundan Kumar,family drama,nan,1960,Bade Ghar Ki Bahu
"Meena Kumari, Sajjan, Anwar Hussain, Krishna Kumari, Kumar, Pramila, Azurie, Sheela Vaz",Kumar,social,nan,1960,Bahaana
"Ram Mohan, Manju, Kamal Mehra, Radhika",Kay Cee Kay,action adventure,nan,1960,Bahadur Lutera
"Kanchan Kamini, Manhar Desai, Lalita Kumari",Jaswant Zaveri,drama action,nan,1960,Banjarin
"Ajit, Shakila, Salim Khan, Mukri",K. Amarnath,"romance, drama",nan,1960,Baraat
"Sheikh Mukhtar, Kumkum, Sudhir, Honey Irani, Mukri, Veena, Tun Tun.",Aspi Irani,social drama,nan,1960,Barood
"Bharat Bhushan, Madhubala, Shyama, Chandrashekhar, K.N. Singh",P. L. Santoshi,musical romance,nan,1960,Barsaat Ki Raat
"Pran, Nutan, Shammi Kapoor, Minoo Mumtaz, Kammo, Murad, Johnny Walker, Cuckoo",Bibhuti Mitra,romance drama,nan,1960,Basant (1960 film)
"Pran, I. S. Johar, Mala Sinha, Kishore Kumar, Helen",I. S. Johar,comedy romance,nan,1960,Bewaqoof
"Sulochana, Shahu Modak, Trilok Kapoor, Lalita Pawar, Dara Singh",V. M. Vyas,devotional,nan,1960,Bhakta Raj
"A. Nageswara Rao, B. Saroja Devi, Jamuna, Gopi Krishna",K. Shankar,devotional,nan,1960,Bhakti Mahima
"Padmini, Balraj Sahni, Vijaya Choudhary, Minu Mumtaz, Lalita Pawar, Rajendra Nath, Om Prakash,",Krishnan–Panju,family drama,nan,1960,Bindiya
"Kamran, Krishna Kumari, Nazma, Habib",Mehmood,action,nan,1960,Black Rider
"Nadira, Azad, Habib, Nazma",Akkoo,action,nan,1960,Black Tiger
"Dev Anand, Suchitra Sen, Nazir Hussain, Achala Sachdev, Manohar Deepak",Raj Khosla,crime drama,nan,1960,Bombai Ka Babu
"Samar Roy, Krishna Kumari",R. K. Balam,action,nan,1960,Bombay Central
"Kamran, Mehmood, Krishna Kumari",C. Kent,action,nan,1960,Captain India
"Nanda, Bharat Bhushan, Lalita Pawar, Maruti",Ram Daryani,drama social,nan,1960,Chand Mere Aja
"Manhar Desai, Kavita, B. M. Vyas, Maruti",K. Thakur,romance costume drama,nan,1960,Chandramukhi
"Guru Dutt, Rehman, Waheeda Rehman, Johnny Walker",M. Sadiq,romance social drama,nan,1960,Chaudhvin Ka Chand
"Nutan, Tanuja, Kaysi Mehra, Helen, K. N. Singh",Shobhna Samarth,social drama,nan,1960,Chhabili
"Raj Kapoor, Nutan, Pran, Rehman, Shobhna Samarth",Manmohan Desai,social romance,nan,1960,Chhalia
"Shammi Kapoor, Vyjayanthimala, Om Prakash, Tabassum, Nana Palsikar, Achala Sachdev",T. Prakash Rao,romance drama,nan,1960,College Girl
"Kamran,Ararnath,Lillian,Dog Moti,Nasrin",O.P Dutta,action adventure,nan,1960,Dekha Jayega
"Ajit, Shakila, Nishi, Pran, Cuckoo",Mohammed Hussain,action adventure,nan,1960,Delhi Junction
"Raaj Kumar, Meena Kumari, Nadira, Tun Tun, Helen, Om Prakash",Kishore Sahu,romantic drama,nan,1960,Dil Apna Aur Preet Parai
"Dharmendra, Arjun Hingorani, Balraj Sahni, Kumkum",Arjun Hingorani,drama social,nan,1960,Dil Bhi Tera Hum Bhi Tere
"Jairaj, Shashikala, Jeevankala",Dwarka Khosla,social drama,nan,1960,Do Aadmi
"Kamran, Chitra, Mehmood, Helen",K. Anand,social action,nan,1960,Do Dost
"Premnath, Shakila, Sheikh Mukhtar, Tiwari",Shriram Bohra,thriller action,nan,1960,Dr. Shaitan
"Sunil Dutt, Shyama, Kumkum, Daisy Irani, Agha",JBH Wadia,family social,nan,1960,Duniya Jhukti Hai
,Khwaja Ahmad Abbas,children festival,nan,1960,Eid Mubarak
"Kishore Kumar, Vyjayanthimala, Pran, Minu Mumtaz, Lalita Pawar, Om Prakash, Asha Parekh, Dhumal, Sunder",M. V. Raman,musical thriller drama,nan,1957,Aasha
"Nasir Khan, Begum Para, Yakub, Uma Dutt, Nirmal Kumar, Kamal Mehra, Kammo",Navnit Rai,romance drama,nan,1957,Aadmi
"Motilal, Master Romi, Sulochana, Yakub, Anwar Hussain, Amjad Khan, Iftekhar, Hari Shivdasani, Nana Palsikar",Amar Kumar,social drama,nan,1957,Ab Dilli Dur Nahin
"Shekhar, Ameeta, Chand Usmani, Mehmood, Yakub, Nazir Hussain, Leela Mishra, Badri Prasad, Sheela Vaz, Ram Avtar, Indira Bansal",Mahesh Kaul,social family drama,nan,1957,Abhimaan
"Vijay Anand, Shakila, Nanda, Bhagwan, Amarnath, Dhumal,",Ravindra Dave,"romance, crime",nan,1957,Agra Road
"Mahipal, Shakila, Krishna Kumari, Lalita Pawar, Niranjan Sharma, Tun Tun, Nazir Kashmiri, Kammo, Kanchanmala",Lekhraj Bhakri,fantasy,nan,1957,Alladdin Leila
"Nimmi, Chetan Anand, Sheila Ramani, Sitara Devi, Kumkum, Krishan Dhawan, Madan Puri",Chetan Anand,social drama,nan,1957,Anjali
"Abhi Bhattacharya, Mala Sinha, Suresh, Tarun Bose, Murad, Jagirdar, Dhumal, Kammo, Lillian",Asit Sen,,nan,1957,Apradhi Kaun?
"Dev Anand, Nutan, Mehmood, Kumkum, Madan Puri, Lalita Pawar, Gope, Helen, Nana Palsikar",Shankar Mukherjee,romance social,nan,1957,Baarish
"Ajit, Kamini Kaushal, Ameeta, Kumkum, Tun Tun, Nazir Hussain, Jayant, Anant Kumar",K. Amarnath,family,nan,1957,Bada Bhai
"Kishore Sahu, Kamini Kaushal, K. N. Singh, Sajjan, Durga Khote, Raj Kumar, Gope, Agha, Kanu Roy, Vijaylaxmi, Ram Avtar",Kishore Sahu,social,nan,1957,Bade Sarkar
"Ashok Kumar, Bina Rai, Shyama, Kishore Kumar, Nanda, Leela Mishra, Anoop Kumar, Kanhaiyalal, Kammo",Satyen Bose,family drama,nan,1957,Bandi
"Daljeet, Kumkum, Tiwari, Maruti",Nanubhai Vakil,fantasy,nan,1957,Bansari Bala
"Kishore Kumar, Shakila, Radhakrishan, Mubarak, Helen, Tun Tun, Krishnakant, Samson, Raja Nene, Sheela Vaz, Pravin Paul, Moni Chatterjee",Narindra Suri,thriller comedy,nan,1957,Begunah
"Balraj Sahni, Nanda, Shyama, Jagdeep, Durga Khote, Om Prakash, Agha, Bhagwan, Bipin Gupta, Manorama","R. Krishnan, S. Panju",family drama,nan,1957,Bhabhi
"Trilok Kapoor, Shahu Modak, Sulochana, Jeevan, Shammi, Sunder, Kanchanmala, Anant Kumar, Amar",Gunjal,mythological,nan,1957,Bhakta Dhruva
"Suresh, Shashikala, Sheikh Mukhtar, Vijaya Chaudhary, Anwar Hussain, Naina, Tun Tun, Roopmala",JBH Wadia,action,nan,1957,Captain Kishore
"Bharat Bhushan, Suchitra Sen, Pran, Shubha Khote, Mubarak, Ram Avtar",Nandlal Jaswantlal,romance,nan,1957,Champakali
"Nirupa Roy, Manhar Desai, Shanta Apte, Prem Adib, Sudhir, Moni Chatterjee, Sapru",Raman B. Desai,devotional,nan,1957,Chandi Puja
"Premnath, Bina Rai, Sheikh Mukhtar, Leela Mishra, Johnny Walker, Tiwari, Jeevan, Helen, Sunder, Jagdish Kanwal",Kedar Kapoor,action,nan,1957,Chenghiz Khan
"Shekhar, Nimmi, Leela Mishra, Abhi Bhattacharya, Helen, Agha, Kanhaiyalal",Harsukh Bhatt,social family,nan,1957,Chhote Babu
"Shammi Kapoor, Geeta Bali, Chanchal, Bhagwan, Jeevan, Helen, Vijayalaxmi",Hari Walia,social romance,nan,1957,Coffee House
"Anita Guha, Ameeta, Shubha Khote, Anoop Kumar, Daljeet, Jawahar Kaul, Sunder",Amiya Chakrabarty,comedy,nan,1957,Dekh Kabira Roya
"Premnath, Shashikala, Ameeta, Pran, Mubarak, Kanu Roy, Chaman Puri, S L Puri, P Kailash, Helen, Smriti Biswas",Ramanlal Desai,costume drama,nan,1955,Abe-Hayat
"Pradeep Kumar, Meena Kumari, Daljeet, Chitra, Sapru, Durga Khote, Kammo, Amir Bano, Darpan, Maruti",G. P. Sippy,costume fantasy,nan,1955,Adl-e-Jehangir
,Ritwik Ghatak,documentary,nan,1955,Adivasiyon Ka Jeevan Srot
"Geeta Bali, Pradeep Kumar, Johnny Walker, Om Prakash, Randhir, Tun Tun,",Devendra Goel,social drama,nan,1955,Albeli
"Mahipal, Chitra, Yashodara Katju, Tiwari, Yogesh Bhalla, Naaz, Maruti",Rafiq Rizvi,fantasy,nan,1955,Alladin Ka Beta
"Bharat Bhushan, Chand Usmani, Pran, Nazir Hussain",Aravind Sen,social drama,nan,1955,Amanat
"Pahari Sanyal, Tandon, G Mungeri, Akhtar Jahan, Padma Devi",Nitin Bose,saigal documentary,nan,1955,Amar Saigal
"Chitra, Amarnath, B. M. Vyas, Tun Tun, Gope, David",Shamim Bhagat,costume,nan,1955,Andher Nagari Chaupat Raja
"Dilip Kumar, Meena Kumari, Pran, Achala Sachdev, Om Prakash, Badri Prasad, Randhir, Murad, Shammi",S. M. S. Naidu,action drama,nan,1955,Azaad
"Kishore Kumar, Chand Usmani, Smriti Biswas, Nazneen, Leela Mishra, Jayant, Ulhas",A. R. Kardar,comedy drama,nan,1955,Baap Re Baap
"Daljeet, Chitra, Krishna Kumari, Yashodara Katju, Ram Kumar, Maruti",Shriram Bohra,fantasy,nan,1955,Baghdad Ka Chor
"Karan Dewan, Usha Kiran, Pran, Johnny Walker, Shashikala, Mehmood, Tun Tun, Bipin Gupta",Shakti Samanta,social family drama,nan,1955,Bahu
"Ashok Kumar, Meena Kumari, Daisy Irani, Nazir Hussain, Bhagwan, Shammi, Pratima Devi, Bipin Gupta, Mehmood, Indira Bansal",Satyen Bose,family comedy drama,nan,1955,Bandish
"Geeta Bali, Ajit, Pran, Chandrashekhar, Tiwari, Gope, Murad, Cuckoo, Minu Mumtaz, Sapru",K. Amarnath,social,nan,1955,Bara-Dari
"Nirupa Roy, Prem Adib, Kishore Kumar, Ashok Kumar, Nimmi, Shyama, Krishna Kumari, Sunder, Madan Puri, Om Prakash, David, S. N. Tripathi",V. Panchotia,devotional,nan,1955,Bhagwat Mahima
,Ritwik Ghatak,documentary,nan,1955,Bihar Ke Darshaniya Sthan
"Shekhar, Kumkum, Sulochana, Leela Mishra, Mukri, Tun Tun, Shakuntala",Shamim Bhagat,social family drama,nan,1955,Bindiya
"Fearless Nadia, John Cawas, Sardar Mansur, Habib, Shanti Modak,",Noshir Engineer,action,nan,1955,Carnival Queen
"Kishore Kumar, Shyama, Nimmi, Jayant, Johnny Walker, Nishi, Agha, Anwar Hussain, Mukri, Roop Mala",N. K. Ziri,social comedy,nan,1955,Char Paise
"Geet Bali, Johnny Walker, Agha, Tony Walker, Nazira, Pesi Patel, Pratima Devi, Nand Kishore, Rashid Khan",Kidar Sharma,social,nan,1955,Chhora Chhori
"Shekhar, Nalini Jaywant, Pran, Leela Mishra, Sunalini Devi",S. Srivastava,social,nan,1955,Chingari
"Mahipal, Sumitra Devi, Vijaylaxmi, Sapru, Krishna Kumari, Bipin Gupta","C. M. Trivedi, G. P. Pawar",fantasy,nan,1955,Chirag-e-Cheen
"Shammi Kapoor, Shashikala, Kuldip Kaur, Prem Adib, Anwar Hussain, W. M. Khan, Babu Raje, Azurie, Sheikh",Aspi Irani,costume action drama,nan,1955,Daku
"Karan Dewan, Prithviraj Kapoor, Meena Shorey, Johnny Walker, Shammi, Uma Dutt, Manju, Cecil",Roop K. Shorey,social,nan,1953,Aag Ka Dariya
"Nutan, Nasir Khan, Shakila, Iftekhar, Leela Mishra, Agha, S. Nazir",R. D. Mathur,social drama,nan,1953,Aaghosh
"Raj Kapoor, Nargis, Pran, Vijya Laxmi, Leela Mishra, Rashid Khan, Mukesh",Raja Nawathe,romantic drama,nan,1953,Aah
"Kamini Kaushal, Shekhar, Om Prakash, Chanda Bai, Gulab, Master Ramesh, S K Prem",Devendra Goel,family,nan,1953,Aas
"Balraj Sahni, Nadira, Agha, Manmohan Krishan, Badri Prasad, Shammi",Manmohan Sabir,social drama,nan,1953,Akash
"Nimmi, Vijay Kumar, Asha Mathur, Pran Tikku, Gope, Murad, Maya Devi",K. Amarnath,fantasy adventure,nan,1953,Alif Laila
"Manhar Desai, Nigar Sultana, Trilok Kapoor, Durga Khote, Tiwari",S. M. Yusuf,family drama,nan,1953,Anand Bhawan
"Bina Rai, Pradeep Kumar, Kuldip Kaur, Mubarak, Manmohan Krishna, Ruby Myers",Nandlal Jaswantlal,historical romantic drama,nan,1953,Anarkali
"Kamini Kaushal, Shekhar, Pran Kumkum, Amirbai Karnataki, Chaman Puri",Shanti Kumar,family drama,nan,1953,Ansoo
"Dev Anand, Madhubala, Gajanan Jagirdar, Shakila, K. N. Singh, Murad, Gulab",Fali Mistry,drama,nan,1953,Armaan
"Premnath, Bina Rai, Purnima, Ulhas, Hiralal, Roopmala",Bhagwan Das Varma,costume,nan,1953,Aurat
"Guru Dutt, Geeta Bali, Johnny Walker, K. N. Singh, Kuldip Kaur, Yashodra Katju, Jankidas, Ruby Myers, Moolchand",Guru Dutt,costume drama,nan,1953,Baaz
"Pahari Sanyal, Molina, Manju Dey, Asit Baran, Hiralal",Agradoot,social,nan,1953,Babla
"Naseem Banu, Ranjan, Pran, Shammi, Mukri, Anwar Hussain, B. M. Vyas",Anant Thakur,costume,nan,1953,Baghi
"Shyama, Suresh, Amarnath, Anwar Hussain, Roopmala, Shammi",Ratilal Punatar,costume drama,nan,1953,Bahadur
"Geeta Bali, Amarnath, Vijayalaxmi, Leela Mishra, Jaswant, S Nasir, Rashid Khan",C. L. Dheer,family drama,nan,1953,Bahu Beti
"Nirupa Roy, Balraj Sahni, Rattan Kumar, Radhakrishan, Yashodara Katju, Raja Nene",Datta Dharmadhikari,,nan,1953,Bhagyawan
"Raja Paranjape, Shashikala, Durga Khote, Dhumal, S. Banerji, Maruti, Kamal Mehra",Raja Paranjape,family comedy,nan,1953,Chacha Chowdhury
"Usha Kiran, Kishore Kumar, Radhakrishan, Yashodara Katju, Balam, Roopmati",Mohan Sehgal,family drama,nan,1954,Adhikar
"Baburao Pehalwan,Krishna Kumari, Habib, Ishwar, R.S. Pawar, Madan Kapoor, Sheikh, D.N. Devesh, Parmesh, Kumar Sharma.",K. Kant.,"action ,adventure",nan,1954,Afreeka
